,carat,cut,color,clarity,depth,table,price,length,width,height
36500,0.41,Very Good,G,VVS1,63.1,57.0,945,4.68,4.73,2.97
1510,1.24,Premium,J,I1,61.9,55.0,2994,6.92,6.85,4.26
4484,0.83,Premium,E,VS2,61.3,59.0,3625,6.08,6.02,3.71
44378,0.52,Ideal,H,VVS2,61.8,57.0,1581,5.16,5.19,3.2
16613,1.2,Ideal,I,VS1,62.5,55.0,6639,6.76,6.81,4.24
6319,1.01,Good,F,SI2,61.3,62.0,4028,6.44,6.48,3.96
48611,0.51,Ideal,F,VVS2,62.2,55.0,1998,5.12,5.11,3.18
41215,0.4,Ideal,F,VVS1,61.5,56.0,1206,4.77,4.73,2.92
21705,0.31,Ideal,G,VS1,60.6,56.0,627,4.38,4.4,2.66
8553,1.01,Premium,E,SI2,62.5,60.0,4434,6.42,6.39,4.0
32311,0.3,Very Good,G,VVS1,62.1,61.0,789,4.27,4.3,2.66
2460,1.01,Fair,J,VS2,65.8,55.0,3190,6.29,6.24,4.12
21775,1.05,Ideal,E,VVS2,61.3,56.0,9843,6.55,6.59,4.03
50493,0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
22499,1.28,Ideal,G,VS1,62.1,56.0,10537,6.97,6.94,4.32
44976,0.32,Ideal,I,VS1,61.3,56.0,523,4.43,4.45,2.72
34535,0.33,Ideal,G,VVS1,61.8,55.0,868,4.42,4.45,2.74
33417,0.32,Very Good,H,VVS2,63.4,56.0,828,4.37,4.34,2.76
11644,1.2,Good,J,VS2,63.7,56.0,5053,6.67,6.62,4.23
17553,1.13,Ideal,D,SI1,61.4,56.0,7066,6.69,6.74,4.12
9865,1.03,Premium,D,SI2,61.7,58.0,4679,6.47,6.5,4.0
24160,2.01,Premium,I,SI2,62.0,56.0,12338,8.01,7.87,4.92
35220,0.33,Very Good,E,VVS2,62.3,56.0,893,4.4,4.44,2.75
3501,0.74,Premium,E,VS1,61.1,58.0,3401,5.84,5.81,3.56
10930,1.05,Very Good,I,VS2,63.2,56.0,4895,6.47,6.51,4.1
12348,1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98
10384,0.36,Very Good,E,SI1,63.5,58.0,593,4.46,4.49,2.84
13841,1.23,Ideal,H,SI2,61.4,54.0,5641,6.95,6.94,4.26
20896,1.23,Ideal,G,VS1,61.8,58.0,9116,6.85,6.9,4.25
17081,1.32,Very Good,I,SI1,62.1,57.0,6810,6.99,7.09,4.37
12505,0.91,Very Good,E,VS1,61.9,59.0,5259,6.17,6.23,3.84
37925,0.32,Ideal,I,VS2,60.6,56.0,485,4.42,4.46,2.69
47766,0.62,Good,G,VS1,62.5,60.8,1893,5.37,5.47,3.39
43552,0.5,Ideal,H,VS1,61.7,59.0,1429,5.07,5.14,3.15
37677,0.7,Fair,F,I1,66.5,62.0,992,5.54,5.49,3.67
26308,1.28,Premium,E,IF,59.8,59.0,15806,7.1,7.07,4.24
52468,0.8,Ideal,G,SI2,62.0,56.0,2517,5.98,5.92,3.69
14356,1.13,Ideal,I,VS1,61.6,54.0,5813,6.72,6.74,4.15
41605,0.32,Very Good,J,VS2,60.0,61.0,393,4.45,4.49,2.68
31572,0.31,Ideal,E,VVS2,61.9,54.0,767,4.38,4.41,2.72
50335,0.65,Ideal,G,VS1,60.6,60.0,2242,5.58,5.61,3.39
39378,0.4,Ideal,H,IF,61.9,55.0,1074,4.76,4.77,2.95
38851,0.4,Premium,G,VVS2,61.7,59.0,1050,4.76,4.73,2.93
46017,0.53,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2
24401,1.06,Very Good,E,IF,62.4,55.0,12642,6.5,6.54,4.07
23974,1.21,Ideal,E,VS1,61.7,56.0,12111,6.82,6.85,4.22
50976,0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
25747,1.51,Premium,F,VS2,61.6,58.0,14683,7.32,7.35,4.52
17401,1.22,Premium,D,SI2,61.9,60.0,6969,6.88,6.82,4.24
8161,1.09,Ideal,J,VS2,62.0,54.0,4361,6.64,6.61,4.11
15482,1.22,Ideal,J,VS1,61.4,58.0,6201,6.85,6.87,4.21
19519,1.52,Very Good,G,SI2,60.9,57.0,8151,7.44,7.5,4.55
28757,0.31,Ideal,E,VS2,61.8,55.0,680,4.37,4.4,2.71
31912,0.3,Good,G,VS1,63.6,55.0,776,4.29,4.26,2.72
37630,0.4,Premium,D,SI1,59.9,60.0,990,4.77,4.75,2.85
43608,0.34,Very Good,G,SI1,60.8,59.0,507,4.46,4.56,2.74
32619,0.3,Ideal,I,VS1,62.3,55.0,457,4.3,4.34,2.69
25984,1.62,Premium,G,VS1,59.4,58.0,15188,7.74,7.68,4.58
38658,0.42,Premium,D,SI1,61.1,60.0,1040,4.83,4.79,2.94
38043,0.5,Ideal,G,SI2,61.2,56.0,1011,5.13,5.17,3.15
30365,0.36,Very Good,I,VS1,63.3,56.0,729,4.56,4.51,2.87
26355,0.32,Ideal,G,VS1,60.8,57.0,645,4.39,4.42,2.68
9761,1.11,Premium,H,SI2,61.5,59.0,4662,6.67,6.63,4.09
17011,1.07,Ideal,G,VS1,61.8,57.0,6793,6.52,6.58,4.05
15137,1.19,Very Good,H,VS2,61.1,58.0,6086,6.81,6.83,4.17
43745,0.51,Very Good,E,SI1,62.8,55.0,1438,5.07,5.12,3.2
39556,0.32,Ideal,G,VVS1,62.0,57.0,1080,4.42,4.38,2.73
52514,0.73,Premium,F,SI1,61.9,60.0,2527,5.81,5.78,3.59
48507,0.7,Fair,G,SI1,65.0,59.0,1982,5.57,5.5,3.6
41271,0.28,Ideal,I,VS2,62.4,56.0,503,4.19,4.22,2.62
30358,0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,2.66
1362,1.5,Fair,H,I1,65.6,54.0,2964,7.26,7.09,4.7
28690,0.39,Very Good,I,VS2,60.1,57.0,679,4.74,4.77,2.86
50115,0.71,Very Good,H,SI1,63.1,56.0,2210,5.62,5.69,3.57
46654,0.51,Ideal,D,VS2,61.2,55.0,1787,5.16,5.18,3.16
3365,0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51
9463,1.11,Ideal,H,SI2,60.9,56.0,4600,6.71,6.73,4.09
47519,0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,2.85
52226,0.8,Good,G,SI2,63.7,58.0,2484,5.88,5.83,3.73
4871,1.0,Very Good,G,SI2,63.1,63.0,3713,6.33,6.23,3.96
13794,1.23,Premium,I,VS2,61.7,58.0,5622,6.87,6.85,4.23
1220,0.8,Premium,E,SI2,59.9,58.0,2939,6.03,5.96,3.59
52262,0.73,Ideal,I,VVS1,61.7,53.0,2490,5.8,5.84,3.59
41842,0.35,Ideal,E,IF,61.4,56.0,1254,4.56,4.53,2.79
20289,1.01,Very Good,F,VVS1,63.4,55.0,8706,6.44,6.34,4.05
39627,0.35,Ideal,E,SI2,61.4,56.0,491,4.51,4.55,2.78
22563,1.03,Ideal,F,IF,63.1,55.0,10615,6.45,6.46,4.07
49555,0.81,Premium,J,VS2,60.6,60.0,2129,6.04,6.0,3.65
28600,0.3,Very Good,E,SI1,63.1,53.0,675,4.32,4.27,2.71
18985,1.01,Ideal,G,VS2,62.1,59.0,7814,6.39,6.43,3.98
42773,0.44,Ideal,G,IF,62.2,53.0,1348,4.9,4.94,3.06
25252,1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51
34793,0.4,Ideal,H,VVS2,62.2,56.0,877,4.7,4.75,2.94
29060,0.4,Very Good,E,SI1,60.8,62.0,687,4.72,4.76,2.88
28001,0.3,Ideal,E,VS2,61.8,57.0,658,4.3,4.34,2.67
3758,0.75,Ideal,D,VS2,62.4,55.0,3456,5.83,5.8,3.63
6440,1.09,Premium,J,SI1,62.3,59.0,4046,6.55,6.59,4.09
9560,1.06,Ideal,H,SI2,60.6,55.0,4622,6.62,6.65,4.02
15912,1.26,Ideal,G,SI2,61.8,57.0,6362,6.93,6.95,4.29
46267,0.54,Ideal,E,VS2,62.2,55.0,1754,5.21,5.24,3.25
14722,0.3,Premium,H,VVS2,62.0,58.0,605,4.3,4.35,2.68
37543,0.39,Ideal,F,VVS2,61.3,56.0,988,4.73,4.77,2.91
10673,1.14,Very Good,I,SI1,62.6,55.0,4840,6.66,6.72,4.19
46832,0.55,Ideal,F,VS1,61.3,57.0,1809,5.25,5.28,3.23
47154,0.52,Very Good,G,VVS2,63.2,57.0,1833,5.08,5.11,3.22
10102,1.2,Premium,J,VS2,60.3,59.0,4715,6.9,6.94,4.17
40593,0.28,Ideal,G,VS2,62.2,54.0,497,4.21,4.24,2.63
12365,0.26,Very Good,F,VVS1,58.7,58.0,597,4.24,4.25,2.49
52555,0.7,Very Good,G,VS1,63.2,56.0,2535,5.61,5.56,3.53
18791,1.13,Ideal,G,VS1,61.0,58.0,7687,6.71,6.74,4.1
28570,0.3,Premium,H,VS1,62.0,58.0,675,4.28,4.24,2.64
18017,1.25,Ideal,E,SI2,62.3,58.0,7289,6.86,6.89,4.28
20467,1.23,Premium,G,VVS2,59.6,59.0,8810,6.95,6.98,4.15
22468,1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54
5529,0.91,Very Good,H,VS2,63.1,59.0,3853,6.16,6.13,3.88
19745,1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18
35984,0.35,Ideal,H,IF,61.9,55.0,921,4.51,4.54,2.8
36328,0.32,Premium,G,VVS2,62.0,55.0,936,4.42,4.39,2.73
4301,0.7,Premium,G,IF,62.2,58.0,3591,5.63,5.69,3.52
53709,0.75,Very Good,E,SI2,60.2,57.0,2719,5.89,5.94,3.56
50089,0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
25804,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
45318,0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73
37058,0.43,Premium,G,SI1,62.7,56.0,968,4.83,4.8,3.02
16106,1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98
308,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76
6551,1.01,Good,F,SI2,63.6,59.0,4072,6.38,6.34,4.04
41623,0.24,Ideal,H,VVS1,60.7,57.0,504,4.02,4.05,2.44
50402,0.59,Very Good,G,VVS1,61.5,55.0,2256,5.4,5.43,3.33
14157,1.03,Premium,H,VS1,61.2,58.0,5744,6.52,6.55,4.0
45823,0.55,Ideal,I,VVS1,62.7,57.0,1712,5.23,5.17,3.26
32166,0.41,Ideal,H,SI2,61.7,56.0,787,4.8,4.77,2.95
3358,0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89
45292,0.51,Ideal,E,VS2,61.4,55.0,1662,5.2,5.15,3.18
16563,1.01,Premium,G,VS1,62.3,59.0,6618,6.42,6.38,3.99
22164,1.5,Fair,H,VS2,65.2,58.0,10206,7.12,7.06,4.62
43891,0.32,Ideal,G,SI1,62.3,57.0,508,4.38,4.41,2.74
4846,0.71,Ideal,F,VS1,60.9,57.0,3710,5.76,5.78,3.51
36661,0.38,Ideal,G,VVS1,61.2,54.0,949,4.69,4.72,2.88
7425,0.92,Very Good,H,VS1,61.7,62.0,4228,6.2,6.12,3.8
29869,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63
43282,0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66
49177,0.72,Good,G,SI1,64.0,59.0,2074,5.63,5.59,3.59
16767,1.18,Ideal,I,VVS2,62.7,55.0,6678,6.7,6.79,4.23
41123,0.6,Premium,D,SI2,62.0,57.0,1196,5.43,5.35,3.34
49640,0.32,Ideal,G,SI2,62.5,57.0,540,4.38,4.35,2.73
10362,1.23,Ideal,I,SI2,62.3,55.0,4773,6.85,6.82,4.26
28908,0.3,Good,G,VVS2,63.5,56.0,684,4.29,4.34,2.74
40590,0.29,Ideal,F,SI2,60.6,59.0,496,4.31,4.37,2.63
27993,0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67
21673,1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47
14180,0.81,Ideal,E,VVS1,62.5,54.0,5752,5.95,5.98,3.73
26889,2.06,Premium,F,SI2,61.7,59.0,16857,8.21,8.13,5.04
31242,0.31,Ideal,F,VS2,61.6,55.0,757,4.38,4.39,2.7
18135,1.06,Ideal,F,VS1,61.9,57.0,7345,6.53,6.55,4.05
35562,0.35,Premium,G,VS1,61.2,58.0,906,4.54,4.51,2.77
20892,1.71,Premium,I,VS2,61.5,58.0,9116,7.74,7.54,4.7
13788,1.0,Very Good,D,SI1,59.2,62.0,5621,6.49,6.54,3.86
52893,0.7,Very Good,H,VVS2,58.8,58.0,2585,5.88,5.78,3.43
18618,1.07,Very Good,G,VVS2,59.4,57.0,7597,6.74,6.69,3.99
9550,1.0,Premium,E,SI2,61.7,58.0,4620,6.34,6.39,3.93
13108,1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98
22104,1.04,Very Good,D,VVS2,60.8,58.0,10130,6.49,6.53,3.96
39046,0.41,Very Good,E,VVS1,60.0,61.0,1057,4.78,4.86,2.89
47067,0.52,Ideal,D,VS2,62.3,54.0,1822,5.14,5.19,3.22
45355,0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18
41599,0.3,Good,I,SI1,64.1,57.0,391,4.25,4.3,2.74
24484,1.51,Premium,G,VS2,62.7,58.0,12756,7.2,7.31,4.55
796,0.7,Ideal,H,VS2,61.1,57.0,2862,5.71,5.74,3.5
692,0.91,Very Good,I,SI1,63.5,57.0,2852,6.12,6.07,3.87
3783,0.96,Ideal,I,VS2,59.8,57.0,3462,6.42,6.39,3.83
16002,1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
1868,0.8,Very Good,E,SI2,62.6,59.0,3070,5.84,5.91,3.68
25661,1.52,Premium,E,VS2,61.8,59.0,14577,7.38,7.31,4.54
14529,1.21,Very Good,I,VS1,59.4,60.0,5865,6.9,6.97,4.12
18320,1.0,Very Good,G,VVS2,59.5,61.0,7453,6.42,6.46,3.83
42788,0.54,Ideal,G,SI1,62.4,56.0,1350,5.2,5.22,3.25
13634,1.05,Premium,H,VS1,60.9,60.0,5580,6.58,6.53,3.99
26528,2.28,Ideal,I,SI2,62.9,57.0,16187,8.41,8.34,5.27
16089,1.01,Good,D,VS2,61.6,61.0,6429,6.43,6.45,3.97
21886,1.01,Very Good,E,VS1,63.1,56.0,9955,6.44,6.39,4.05
22619,1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63
31775,0.32,Ideal,F,VS2,61.9,55.0,773,4.45,4.41,2.74
16103,1.01,Very Good,F,VS1,59.4,58.0,6439,6.46,6.54,3.86
42439,0.43,Ideal,D,VS2,61.3,55.0,1314,4.84,4.88,2.98
39787,0.39,Ideal,D,VS1,61.9,57.0,1095,4.69,4.71,2.91
48977,0.36,Premium,D,SI2,60.0,58.0,537,4.58,4.62,2.76
24959,2.0,Fair,H,SI1,65.1,59.0,13442,7.83,7.77,5.08
23109,1.1,Very Good,D,VVS2,61.7,56.0,11132,6.64,6.65,4.1
42723,0.68,Good,J,VS1,61.6,65.0,1341,5.63,5.57,3.45
51107,0.7,Very Good,D,SI2,61.4,58.0,2337,5.7,5.74,3.51
20042,0.42,Ideal,H,SI2,62.0,54.0,625,4.81,4.83,2.99
36042,0.41,Ideal,G,SI1,62.9,56.0,923,4.75,4.7,2.97
11179,1.0,Premium,E,SI1,61.9,62.0,4953,6.4,6.34,3.94
32032,0.44,Premium,E,SI1,62.3,58.0,778,4.85,4.88,3.03
31465,0.34,Very Good,I,VVS2,63.1,56.0,765,4.47,4.43,2.81
42264,0.44,Ideal,G,VVS1,61.8,55.0,1294,4.91,4.86,3.02
5568,1.0,Good,G,SI2,59.7,63.0,3860,6.43,6.5,3.86
36712,0.42,Premium,E,SI1,60.0,61.0,953,4.88,4.85,2.92
24609,1.73,Premium,H,SI1,61.8,57.0,12931,7.77,7.64,4.76
32274,0.3,Premium,G,VVS1,60.5,59.0,789,4.33,4.36,2.63
40567,0.57,Ideal,H,SI2,61.5,55.0,1151,5.35,5.38,3.3
1960,0.79,Premium,F,VS2,60.7,60.0,3089,5.95,5.97,3.62
35943,0.3,Ideal,F,SI1,61.9,56.0,475,4.3,4.32,2.67
25688,0.34,Ideal,I,VS1,62.0,54.0,643,4.51,4.49,2.79
13429,1.08,Very Good,H,SI1,63.2,58.0,5516,6.57,6.49,4.13
42280,0.36,Ideal,G,SI2,61.4,54.0,505,4.59,4.66,2.84
8837,1.02,Premium,E,SI2,60.5,58.0,4478,6.58,6.54,3.97
6941,1.04,Premium,I,SI2,61.3,59.0,4141,6.5,6.46,3.97
8178,1.05,Ideal,J,SI2,61.3,56.0,4364,6.56,6.59,4.03
28316,0.3,Very Good,H,SI1,60.1,55.0,432,4.38,4.41,2.64
36729,0.32,Ideal,E,VVS1,61.7,56.0,954,4.4,4.42,2.72
47549,0.52,Ideal,F,VS1,62.3,55.0,1872,5.21,5.16,3.23
25647,1.97,Premium,F,SI2,61.1,58.0,14542,8.11,8.05,4.94
21193,1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6
15995,1.06,Premium,F,VS2,62.3,58.0,6399,6.56,6.51,4.07
36690,0.39,Premium,E,VS2,62.5,60.0,951,4.67,4.64,2.91
13521,1.01,Good,H,SI1,60.1,61.0,5544,6.5,6.47,3.9
14988,1.23,Premium,F,SI2,61.2,58.0,6038,6.91,6.84,4.21
34403,0.34,Ideal,H,IF,61.8,54.0,863,4.51,4.55,2.8
6144,0.9,Very Good,H,VS2,62.1,57.0,3989,6.16,6.23,3.85
47980,0.32,Ideal,E,SI1,61.5,55.0,532,4.4,4.44,2.72
12403,1.01,Good,E,SI1,57.9,57.0,5233,6.6,6.67,3.84
40120,0.41,Premium,F,VVS2,61.0,59.0,1115,4.79,4.82,2.93
49035,0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4
53413,0.8,Very Good,H,SI1,62.3,59.0,2670,5.95,6.0,3.72
45582,0.52,Ideal,E,VS2,61.2,56.0,1689,5.16,5.23,3.18
38413,0.35,Premium,E,VVS2,60.2,58.0,1024,4.66,4.61,2.79
10737,0.33,Premium,I,VS2,61.1,59.0,594,4.44,4.4,2.7
51863,0.74,Very Good,H,SI1,62.4,58.0,2426,5.71,5.76,3.58
49181,0.72,Premium,I,VVS2,62.0,56.0,2074,5.75,5.73,3.56
42572,0.55,Ideal,I,VS2,58.5,62.0,1327,5.4,5.39,3.16
20704,0.31,Ideal,H,VVS2,62.3,55.0,625,4.36,4.37,2.72
18222,1.22,Premium,E,SI1,62.6,58.0,7395,6.8,6.78,4.25
37102,0.31,Premium,E,VVS1,58.9,59.0,969,4.48,4.41,2.62
47376,0.57,Ideal,D,SI1,61.0,57.0,1847,5.34,5.31,3.25
49445,0.7,Ideal,I,SI1,61.9,58.0,2110,5.66,5.68,3.51
20197,1.0,Very Good,E,VVS2,61.0,62.0,8638,6.4,6.46,3.92
5101,0.86,Fair,G,VS1,64.6,58.8,3756,5.95,6.04,3.87
42697,0.52,Premium,F,SI1,59.5,59.0,1338,5.31,5.24,3.14
4296,0.73,Ideal,G,VS1,61.2,56.0,3589,5.82,5.85,3.57
42357,0.59,Very Good,F,SI2,63.4,57.0,1301,5.32,5.28,3.36
39668,0.42,Ideal,G,VS2,61.7,57.0,1087,4.83,4.8,2.97
24242,1.72,Very Good,I,VS1,60.5,59.0,12451,7.72,7.76,4.68
17491,1.02,Ideal,F,VS2,62.0,57.0,7026,6.46,6.44,4.0
17812,1.01,Ideal,G,VS2,61.9,56.0,7179,6.4,6.44,3.97
12448,0.92,Ideal,G,VS1,62.0,57.0,5243,6.24,6.28,3.88
9179,1.25,Premium,D,SI2,59.8,55.0,4543,7.07,7.01,4.21
46606,0.54,Premium,D,SI1,62.1,58.0,1786,5.23,5.21,3.24
46554,0.51,Premium,E,VS2,62.5,59.0,1781,5.11,5.06,3.18
13919,1.23,Very Good,J,VVS2,61.2,57.0,5665,6.86,6.92,4.22
42969,0.46,Premium,F,VS1,60.5,58.0,1367,4.97,5.02,3.02
39756,0.36,Ideal,D,VS1,60.8,57.0,1094,4.59,4.62,2.8
26973,1.71,Very Good,F,VS2,58.5,61.0,17052,7.88,7.79,4.58
3729,0.36,Very Good,H,VS2,60.0,62.0,568,4.58,4.62,2.76
51003,0.71,Ideal,H,SI1,62.3,54.0,2326,5.74,5.76,3.58
52621,0.32,Good,D,SI1,63.7,55.0,550,4.31,4.33,2.75
4423,0.78,Ideal,G,VS2,61.7,56.0,3613,5.89,5.94,3.65
17644,1.31,Very Good,G,SI2,62.2,58.0,7107,7.05,6.98,4.36
4498,0.9,Premium,H,SI1,60.0,56.0,3629,6.33,6.27,3.78
11297,1.16,Premium,H,SI2,62.6,57.0,4979,6.75,6.67,4.2
49301,0.32,Very Good,G,SI1,62.0,58.5,540,4.36,4.41,2.72
42403,0.53,Ideal,G,SI1,62.7,55.0,1308,5.15,5.19,3.24
32347,0.3,Very Good,E,VVS2,61.9,59.0,789,4.27,4.32,2.66
34342,0.3,Ideal,E,VVS1,62.5,56.0,862,4.28,4.3,2.68
52400,0.56,Ideal,F,VVS1,62.1,56.0,2510,5.29,5.3,3.29
7798,1.04,Good,E,SI2,62.3,62.0,4290,6.4,6.44,4.0
4298,0.78,Ideal,G,VS2,62.0,57.0,3590,5.9,5.86,3.65
37913,0.41,Premium,D,VS2,62.4,60.0,1007,4.71,4.75,2.95
49729,0.52,Premium,G,VVS1,61.9,61.0,2153,5.13,5.11,3.17
41995,0.43,Ideal,G,VVS1,61.5,56.0,1264,4.87,4.85,2.99
40022,0.34,Ideal,D,VS1,60.9,56.0,1109,4.56,4.51,2.76
44962,0.53,Very Good,F,VS2,63.4,56.0,1636,5.16,5.13,3.26
36809,0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69
32493,0.32,Ideal,H,IF,61.6,56.0,796,4.4,4.43,2.72
17295,1.03,Very Good,G,VS2,61.0,58.0,6931,6.5,6.54,3.98
47039,0.55,Premium,D,SI1,60.7,58.0,1819,5.3,5.24,3.2
39285,0.3,Ideal,H,VS2,61.9,57.0,491,4.28,4.31,2.66
43019,0.5,Ideal,H,VS1,61.4,54.0,1370,5.13,5.16,3.16
2088,0.71,Very Good,E,VS1,59.8,58.0,3112,5.78,5.82,3.47
25174,1.51,Very Good,E,VS2,63.2,56.0,13757,7.28,7.22,4.58
29610,0.23,Very Good,G,VVS2,58.1,59.0,438,4.09,4.03,2.36
17572,1.17,Very Good,G,VS2,63.2,57.0,7076,6.73,6.71,4.25
4405,0.31,Good,I,VVS1,63.1,59.0,571,4.25,4.31,2.7
23589,1.7,Ideal,H,VS2,62.3,57.0,11605,7.68,7.65,4.78
38244,0.32,Ideal,E,IF,62.9,54.0,1018,4.37,4.41,2.76
44193,0.51,Premium,F,VS2,62.1,58.0,1569,5.09,5.12,3.17
36304,0.32,Premium,H,VVS1,61.4,58.0,936,4.41,4.38,2.7
8390,0.32,Very Good,E,SI1,59.9,57.0,584,4.47,4.49,2.68
50159,0.57,Ideal,G,VVS1,61.9,57.0,2217,5.31,5.35,3.3
26310,2.03,Very Good,F,SI2,59.8,56.0,15811,8.21,8.3,4.94
8762,0.9,Good,F,VS2,62.6,57.0,4466,6.07,6.19,3.84
50326,0.58,Ideal,E,VS1,60.8,57.0,2241,5.41,5.42,3.29
5105,0.72,Ideal,F,VS1,61.6,56.0,3759,5.76,5.79,3.56
42840,0.41,Ideal,F,VVS1,60.7,56.0,1356,4.85,4.81,2.93
5553,1.01,Very Good,E,SI2,59.4,59.0,3857,6.49,6.51,3.86
46084,0.6,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35
44677,0.71,Premium,J,SI2,60.7,59.0,1609,5.75,5.71,3.48
22168,1.51,Ideal,E,SI2,62.5,57.0,10210,7.29,7.34,4.57
39867,0.62,Fair,J,SI1,65.4,59.0,1101,5.39,5.28,3.49
29678,0.39,Ideal,H,VS2,62.3,55.0,707,4.67,4.7,2.92
32656,0.31,Good,H,VVS2,63.7,55.0,802,4.32,4.28,2.74
36622,0.24,Very Good,E,VVS2,61.1,60.0,478,4.01,4.07,2.47
4903,0.91,Ideal,E,SI2,61.1,58.0,3723,6.25,6.29,3.83
40439,0.7,Fair,G,I1,65.3,59.0,1138,5.5,5.47,3.58
30209,0.33,Ideal,E,VS2,61.0,57.0,723,4.43,4.46,2.71
21911,1.32,Premium,G,VS1,60.6,57.0,9979,7.14,7.09,4.31
4494,0.9,Ideal,I,VS2,61.5,58.0,3629,6.19,6.23,3.82
37773,0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96
12748,1.25,Premium,H,SI1,59.4,62.0,5320,7.07,7.0,4.18
26146,2.0,Premium,H,SI2,59.7,61.0,15451,8.2,8.15,4.88
17707,0.3,Very Good,F,VVS2,64.2,56.0,613,4.22,4.26,2.72
41751,0.52,Very Good,F,SI1,58.6,61.0,1244,5.28,5.3,3.1
24260,1.52,Ideal,F,SI1,61.5,55.0,12477,7.44,7.41,4.57
9207,1.07,Very Good,F,SI2,59.4,60.0,4552,6.68,6.75,3.99
11694,1.01,Very Good,I,VS2,60.9,59.0,5067,6.42,6.45,3.92
35398,0.4,Very Good,H,VVS1,60.5,59.0,900,4.73,4.76,2.87
22060,1.5,Premium,G,SI1,62.7,58.0,10087,7.28,7.23,4.55
8668,1.02,Premium,F,SI1,62.6,58.0,4455,6.42,6.36,4.0
45895,0.52,Ideal,D,SI1,60.9,57.0,1720,5.21,5.17,3.16
15573,1.3,Premium,I,VS2,62.7,58.0,6246,6.97,6.9,4.35
16367,0.33,Premium,I,VVS1,61.9,60.0,608,4.41,4.44,2.74
13404,0.32,Premium,F,VS2,59.5,60.0,602,4.46,4.48,2.66
27141,2.02,Very Good,I,SI1,60.4,58.0,17357,8.2,8.16,4.94
48696,0.57,Very Good,E,VS1,59.1,57.0,2008,5.43,5.5,3.23
29059,0.4,Good,F,SI1,63.3,58.0,687,4.69,4.72,2.98
52530,0.7,Ideal,I,VVS2,61.8,56.0,2530,5.69,5.75,3.54
743,0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
51251,0.7,Ideal,F,SI2,62.0,56.0,2355,5.68,5.71,3.53
29764,0.35,Premium,H,VS2,61.8,56.0,709,4.58,4.54,2.82
31960,0.25,Ideal,D,SI1,61.5,55.0,452,4.09,4.14,2.52
6836,1.01,Very Good,F,SI2,61.0,60.0,4121,6.44,6.48,3.94
41234,0.33,Ideal,E,VVS1,61.6,56.0,1207,4.44,4.46,2.74
32436,0.43,Ideal,F,SI1,61.7,54.0,792,4.86,4.9,3.01
48800,0.7,Very Good,I,VS2,60.7,59.0,2025,5.75,5.79,3.5
24874,1.54,Premium,G,VS2,60.2,60.0,13292,7.51,7.44,4.5
33006,0.3,Ideal,G,IF,61.8,55.0,813,4.33,4.35,2.68
40371,0.41,Premium,E,VVS1,60.0,61.0,1130,4.86,4.78,2.89
30836,0.33,Premium,H,VS1,60.0,61.0,743,4.52,4.48,2.7
29353,0.31,Premium,G,VS2,60.7,61.0,698,4.37,4.33,2.64
43349,0.51,Premium,D,SI2,59.5,61.0,1406,5.19,5.16,3.08
5366,0.75,Very Good,E,VS2,60.4,56.0,3817,5.9,5.96,3.58
41638,0.32,Premium,J,VS2,61.9,59.0,504,4.38,4.35,2.7
22410,1.52,Premium,D,SI2,59.8,60.0,10433,7.42,7.5,4.46
51288,0.57,Premium,D,VS1,60.6,59.0,2360,5.38,5.32,3.24
